instrument,tradingday,calendarday,time,lastp,volume,openinterest,turnover,ask1,asksz1,bid1,bidsz1
rb1805,20170518,20170517,183111500,2780.0,0,9286,0.0,0.0,0,0.0,0
rb1805,20170518,20170517,205900500,2781.0,4,9282,111240.0,2797.0,1,2780.0,3
rb1805,20170518,20170517,210000500,2781.0,4,9282,111240.0,2795.0,5,2780.0,7
rb1805,20170518,20170517,210001000,2781.0,4,9282,111240.0,2795.0,6,2780.0,8
rb1805,20170518,20170517,210001500,2781.0,4,9282,111240.0,2794.0,2,2780.0,8
rb1805,20170518,20170517,210002000,2781.0,4,9282,111240.0,2794.0,3,2780.0,8
rb1805,20170518,20170517,210002500,2781.0,4,9282,111240.0,2793.0,1,2780.0,8
rb1805,20170518,20170517,210003000,2781.0,4,9282,111240.0,2793.0,1,2780.0,8
rb1805,20170518,20170517,210003500,2781.0,4,9282,111240.0,2792.0,2,2780.0,8
rb1805,20170518,20170517,210004000,2781.0,4,9282,111240.0,2792.0,2,2780.0,8
rb1805,20170518,20170517,210004500,2781.0,4,9282,111240.0,2791.0,3,2780.0,8
rb1805,20170518,20170517,210005500,2781.0,4,9282,111240.0,2790.0,2,2780.0,8
rb1805,20170518,20170517,210006000,2781.0,4,9282,111240.0,2790.0,2,2780.0,8
rb1805,20170518,20170517,210006500,2781.0,4,9282,111240.0,2790.0,2,2780.0,8
rb1805,20170518,20170517,210007000,2781.0,4,9282,111240.0,2790.0,2,2780.0,8
rb1805,20170518,20170517,210008000,2781.0,4,9282,111240.0,2789.0,2,2780.0,8
rb1805,20170518,20170517,210008500,2781.0,4,9282,111240.0,2789.0,2,2780.0,8
rb1805,20170518,20170517,210009000,2781.0,4,9282,111240.0,2788.0,2,2780.0,8
rb1805,20170518,20170517,210009500,2781.0,4,9282,111240.0,2788.0,2,2780.0,8
rb1805,20170518,20170517,210010000,2781.0,4,9282,111240.0,2787.0,2,2780.0,8
rb1805,20170518,20170517,210010500,2781.0,4,9282,111240.0,2786.0,1,2780.0,8
rb1805,20170518,20170517,210011000,2781.0,4,9282,111240.0,2785.0,2,2780.0,8
rb1805,20170518,20170517,210011500,2781.0,4,9282,111240.0,2787.0,1,2780.0,8
rb1805,20170518,20170517,210012000,2781.0,4,9282,111240.0,2786.0,1,2780.0,8
rb1805,20170518,20170517,210012500,2781.0,4,9282,111240.0,2786.0,3,2780.0,8
rb1805,20170518,20170517,210013000,2781.0,4,9282,111240.0,2786.0,1,2780.0,8
rb1805,20170518,20170517,210013500,2781.0,4,9282,111240.0,2786.0,1,2780.0,8
rb1805,20170518,20170517,210015000,2781.0,4,9282,111240.0,2786.0,1,2780.0,13
rb1805,20170518,20170517,210016000,2781.0,4,9282,111240.0,2786.0,1,2780.0,13
rb1805,20170518,20170517,210017000,2781.0,4,9282,111240.0,2786.0,1,2780.0,14
rb1805,20170518,20170517,210018500,2781.0,4,9282,111240.0,2786.0,3,2780.0,14
rb1805,20170518,20170517,210020000,2781.0,4,9282,111240.0,2786.0,3,2780.0,14
rb1805,20170518,20170517,210020500,2781.0,4,9282,111240.0,2786.0,3,2781.0,2
rb1805,20170518,20170517,210024500,2781.0,4,9282,111240.0,2786.0,3,2781.0,2
rb1805,20170518,20170517,210026000,2781.0,4,9282,111240.0,2785.0,10,2781.0,2
rb1805,20170518,20170517,210026500,2781.0,4,9282,111240.0,2785.0,10,2781.0,2
rb1805,20170518,20170517,210027000,2781.0,4,9282,111240.0,2784.0,1,2781.0,2
rb1805,20170518,20170517,210027500,2784.0,6,9282,166920.0,2785.0,10,2781.0,2
rb1805,20170518,20170517,210028000,2784.0,6,9282,166920.0,2785.0,10,2781.0,2
rb1805,20170518,20170517,210028500,2784.0,6,9282,166920.0,2785.0,10,2782.0,2
rb1805,20170518,20170517,210031500,2782.0,10,9282,278200.0,2785.0,10,2784.0,10
rb1805,20170518,20170517,210032000,2785.0,12,9284,333900.0,2785.0,9,2784.0,10
rb1805,20170518,20170517,210032500,2784.0,18,9284,500940.0,2785.0,9,2784.0,7
rb1805,20170518,20170517,210033000,2784.0,32,9284,890700.0,2785.0,9,2781.0,2
rb1805,20170518,20170517,210034000,2784.0,32,9284,890700.0,2785.0,9,2781.0,2
rb1805,20170518,20170517,210034500,2784.0,32,9284,890700.0,2785.0,9,2781.0,2
rb1805,20170518,20170517,210038500,2784.0,32,9284,890700.0,2785.0,9,2782.0,1
rb1805,20170518,20170517,210039000,2784.0,32,9284,890700.0,2785.0,11,2782.0,1
rb1805,20170518,20170517,210040000,2785.0,36,9288,1002100.0,2785.0,9,2782.0,1
rb1805,20170518,20170517,210046000,2782.0,38,9286,1057740.0,2782.0,3,2781.0,2
rb1805,20170518,20170517,210050000,2782.0,38,9286,1057740.0,2782.0,3,2781.0,2
rb1805,20170518,20170517,210050500,2782.0,38,9286,1057740.0,2782.0,3,2781.0,2
rb1805,20170518,20170517,210051000,2782.0,38,9286,1057740.0,2782.0,3,2781.0,2
rb1805,20170518,20170517,210052000,2782.0,38,9286,1057740.0,2782.0,3,2781.0,4
rb1805,20170518,20170517,210055000,2782.0,38,9286,1057740.0,2782.0,3,2781.0,4
rb1805,20170518,20170517,210056500,2781.0,42,9286,1168980.0,2782.0,3,2781.0,2
rb1805,20170518,20170517,210057500,2781.0,42,9286,1168980.0,2782.0,3,2781.0,2
rb1805,20170518,20170517,210059000,2781.0,42,9286,1168980.0,2782.0,3,2781.0,7
rb1805,20170518,20170517,210102500,2781.0,42,9286,1168980.0,2782.0,3,2781.0,7
rb1805,20170518,20170517,210104500,2781.0,42,9286,1168980.0,2782.0,3,2781.0,7
rb1805,20170518,20170517,210105500,2782.0,48,9286,1335900.0,2784.0,5,2782.0,47
rb1805,20170518,20170517,210106000,2782.0,54,9286,1502820.0,2784.0,5,2782.0,44
rb1805,20170518,20170517,210106500,2782.0,56,9286,1558460.0,2784.0,5,2782.0,43
rb1805,20170518,20170517,210112000,2782.0,70,9300,1947940.0,2784.0,5,2782.0,36
rb1805,20170518,20170517,210116500,2782.0,70,9300,1947940.0,2784.0,5,2782.0,36
rb1805,20170518,20170517,210118500,2784.0,72,9300,2003620.0,2784.0,4,2782.0,36
rb1805,20170518,20170517,210119000,2784.0,72,9300,2003620.0,2784.0,5,2782.0,36
rb1805,20170518,20170517,210120000,2784.0,72,9300,2003620.0,2784.0,5,2782.0,38
rb1805,20170518,20170517,210121500,2784.0,72,9300,2003620.0,2784.0,5,2782.0,38
rb1805,20170518,20170517,210122000,2784.0,72,9300,2003620.0,2784.0,5,2782.0,38
rb1805,20170518,20170517,210123000,2784.0,72,9300,2003620.0,2784.0,6,2782.0,38
rb1805,20170518,20170517,210126500,2782.0,74,9302,2059260.0,2784.0,6,2782.0,37
rb1805,20170518,20170517,210131500,2784.0,76,9302,2114940.0,2784.0,5,2782.0,37
rb1805,20170518,20170517,210133500,2782.0,78,9304,2170580.0,2784.0,5,2782.0,36
rb1805,20170518,20170517,210134500,2782.0,78,9304,2170580.0,2783.0,1,2782.0,36
rb1805,20170518,20170517,210135500,2782.0,78,9304,2170580.0,2783.0,1,2782.0,36
rb1805,20170518,20170517,210136500,2783.0,80,9304,2226240.0,2784.0,5,2782.0,36
rb1805,20170518,20170517,210137000,2783.0,80,9304,2226240.0,2784.0,5,2782.0,36
rb1805,20170518,20170517,210138500,2784.0,82,9304,2281920.0,2784.0,4,2782.0,36
rb1805,20170518,20170517,210140500,2784.0,82,9304,2281920.0,2784.0,4,2782.0,36
rb1805,20170518,20170517,210142000,2784.0,84,9304,2337600.0,2784.0,3,2782.0,36
rb1805,20170518,20170517,210143500,2784.0,84,9304,2337600.0,2784.0,3,2783.0,1
rb1805,20170518,20170517,210145000,2784.0,90,9306,2504640.0,2785.0,9,2783.0,1
rb1805,20170518,20170517,210145500,2784.0,90,9306,2504640.0,2785.0,9,2784.0,2
rb1805,20170518,20170517,210146500,2782.0,120,9336,3339340.0,2785.0,9,2782.0,24
rb1805,20170518,20170517,210150000,2782.0,120,9336,3339340.0,2785.0,9,2783.0,1
rb1805,20170518,20170517,210151000,2782.0,120,9336,3339340.0,2785.0,10,2783.0,2
rb1805,20170518,20170517,210151500,2782.0,120,9336,3339340.0,2785.0,10,2784.0,2
rb1805,20170518,20170517,210152000,2782.0,120,9336,3339340.0,2785.0,10,2783.0,2
rb1805,20170518,20170517,210153500,2782.0,120,9336,3339340.0,2785.0,10,2783.0,2
rb1805,20170518,20170517,210154500,2782.0,120,9336,3339340.0,2785.0,15,2783.0,2
rb1805,20170518,20170517,210155000,2782.0,120,9336,3339340.0,2785.0,15,2783.0,2
rb1805,20170518,20170517,210156000,2782.0,120,9336,3339340.0,2785.0,35,2783.0,2
rb1805,20170518,20170517,210158000,2782.0,120,9336,3339340.0,2784.0,1,2783.0,2
rb1805,20170518,20170517,210158500,2784.0,122,9336,3395020.0,2785.0,35,2783.0,2
rb1805,20170518,20170517,210200000,2784.0,122,9336,3395020.0,2785.0,35,2784.0,1
rb1805,20170518,20170517,210201000,2784.0,122,9336,3395020.0,2785.0,35,2784.0,2
rb1805,20170518,20170517,210202000,2785.0,124,9338,3450720.0,2785.0,34,2784.0,2
rb1805,20170518,20170517,210205000,2785.0,124,9338,3450720.0,2785.0,34,2784.0,2
rb1805,20170518,20170517,210206500,2785.0,124,9338,3450720.0,2785.0,34,2784.0,3
rb1805,20170518,20170517,210207500,2784.0,130,9338,3617760.0,2785.0,34,2783.0,2
rb1805,20170518,20170517,210210000,2784.0,130,9338,3617760.0,2784.0,1,2783.0,2
rb1805,20170518,20170517,210210500,2783.0,132,9338,3673420.0,2784.0,2,2783.0,1
rb1805,20170518,20170517,210211500,2783.0,132,9338,3673420.0,2784.0,2,2783.0,1
rb1805,20170518,20170517,210213500,2783.0,132,9338,3673420.0,2784.0,2,2783.0,1
rb1805,20170518,20170517,210214500,2783.0,134,9340,3729080.0,2784.0,2,2782.0,24
rb1805,20170518,20170517,210215000,2782.0,138,9340,3840360.0,2783.0,1,2782.0,22
rb1805,20170518,20170517,210215500,2783.0,140,9342,3896020.0,2784.0,2,2782.0,22
rb1805,20170518,20170517,210216000,2783.0,140,9342,3896020.0,2784.0,3,2782.0,22
rb1805,20170518,20170517,210218500,2783.0,140,9342,3896020.0,2784.0,2,2782.0,22
rb1805,20170518,20170517,210221500,2783.0,140,9342,3896020.0,2783.0,3,2782.0,22
rb1805,20170518,20170517,210222500,2783.0,140,9342,3896020.0,2783.0,3,2782.0,22
rb1805,20170518,20170517,210224000,2783.0,140,9342,3896020.0,2783.0,3,2782.0,22
rb1805,20170518,20170517,210225500,2783.0,142,9342,3951680.0,2783.0,2,2782.0,22
rb1805,20170518,20170517,210227500,2783.0,142,9342,3951680.0,2783.0,3,2782.0,22
rb1805,20170518,20170517,210231500,2783.0,142,9342,3951680.0,2783.0,3,2782.0,22
rb1805,20170518,20170517,210232000,2783.0,144,9342,4007340.0,2783.0,2,2782.0,22
rb1805,20170518,20170517,210233500,2783.0,144,9342,4007340.0,2783.0,2,2782.0,22
rb1805,20170518,20170517,210235000,2783.0,144,9342,4007340.0,2783.0,2,2782.0,22
rb1805,20170518,20170517,210237000,2783.0,148,9342,4118660.0,2784.0,3,2782.0,22
rb1805,20170518,20170517,210237500,2783.0,148,9342,4118660.0,2784.0,3,2782.0,22
rb1805,20170518,20170517,210240500,2782.0,178,9372,4953260.0,2784.0,3,2782.0,7
rb1805,20170518,20170517,210241000,2782.0,178,9372,4953260.0,2784.0,3,2782.0,7
rb1805,20170518,20170517,210244000,2782.0,178,9372,4953260.0,2784.0,5,2782.0,7
