instrument,tradingday,calendarday,time,lastp,volume,openinterest,turnover,ask1,asksz1,bid1,bidsz1
rb1805,20170918,20170915,183424500,3675.0,0,340146,0.0,0.0,0,0.0,0
rb1805,20170918,20170915,205900500,3675.0,82,340172,3013500.0,3676.0,1,3675.0,110
rb1805,20170918,20170915,210000500,3676.0,422,340374,15516240.0,3677.0,3,3676.0,124
rb1805,20170918,20170915,210001000,3680.0,590,340376,21700780.0,3685.0,8,3680.0,15
rb1805,20170918,20170915,210001500,3688.0,734,340306,27008880.0,3686.0,1,3685.0,5
rb1805,20170918,20170915,210002000,3686.0,970,340268,35709100.0,3686.0,37,3685.0,35
rb1805,20170918,20170915,210002500,3686.0,1060,340234,39026800.0,3690.0,66,3687.0,14
rb1805,20170918,20170915,210003000,3696.0,1374,340294,50619040.0,3696.0,1,3693.0,2
rb1805,20170918,20170915,210003500,3691.0,1990,340024,73368200.0,3694.0,84,3691.0,31
rb1805,20170918,20170915,210004000,3693.0,2092,339972,77133880.0,3693.0,69,3692.0,1
rb1805,20170918,20170915,210004500,3688.0,2242,340006,82669680.0,3689.0,11,3688.0,58
rb1805,20170918,20170915,210005000,3688.0,2378,340062,87685920.0,3690.0,10,3688.0,4
rb1805,20170918,20170915,210005500,3686.0,2472,340104,91152580.0,3688.0,7,3687.0,6
rb1805,20170918,20170915,210006000,3687.0,2588,340080,95431000.0,3690.0,31,3688.0,6
rb1805,20170918,20170915,210006500,3688.0,2652,340086,97791220.0,3689.0,16,3688.0,1
rb1805,20170918,20170915,210007000,3687.0,2680,340094,98823900.0,3688.0,6,3687.0,1
rb1805,20170918,20170915,210007500,3688.0,2700,340104,99561240.0,3688.0,20,3687.0,5
rb1805,20170918,20170915,210008000,3686.0,2714,340106,100077400.0,3687.0,16,3685.0,29
rb1805,20170918,20170915,210008500,3685.0,2730,340096,100667160.0,3687.0,25,3686.0,1
rb1805,20170918,20170915,210009000,3687.0,2744,340094,101183200.0,3687.0,20,3686.0,3
rb1805,20170918,20170915,210009500,3686.0,2774,340100,102288800.0,3686.0,34,3685.0,17
rb1805,20170918,20170915,210010000,3685.0,2832,340066,104426100.0,3685.0,14,3684.0,1
rb1805,20170918,20170915,210010500,3686.0,2904,340052,107079220.0,3685.0,1,3684.0,6
