instrument,tradingday,calendarday,time,lastp,volume,openinterest,turnover,ask1,asksz1,bid1,bidsz1
rb1805,20170523,20170522,183117500,2921.0,0,26460,0.0,0.0,0,0.0,0
rb1805,20170523,20170522,205900500,2928.0,8,26456,234240.0,2929.0,1,2923.0,2
rb1805,20170523,20170522,210000500,2928.0,8,26456,234240.0,2928.0,6,2927.0,1
rb1805,20170523,20170522,210001000,2928.0,10,26456,292800.0,2928.0,5,2927.0,1
rb1805,20170523,20170522,210001500,2928.0,10,26456,292800.0,2928.0,5,2927.0,1
rb1805,20170523,20170522,210002000,2927.0,12,26456,351340.0,2927.0,3,2924.0,1
rb1805,20170523,20170522,210002500,2927.0,12,26456,351340.0,2927.0,3,2924.0,1
rb1805,20170523,20170522,210003000,2927.0,12,26456,351340.0,2926.0,2,2924.0,1
rb1805,20170523,20170522,210003500,2927.0,12,26456,351340.0,2926.0,2,2924.0,1
rb1805,20170523,20170522,210004000,2927.0,12,26456,351340.0,2928.0,5,2924.0,1
rb1805,20170523,20170522,210005000,2927.0,12,26456,351340.0,2927.0,2,2924.0,1
rb1805,20170523,20170522,210006000,2927.0,12,26456,351340.0,2927.0,2,2924.0,1
rb1805,20170523,20170522,210006500,2927.0,12,26456,351340.0,2927.0,2,2926.0,1
rb1805,20170523,20170522,210007000,2926.0,14,26458,409860.0,2926.0,2,2924.0,1
rb1805,20170523,20170522,210007500,2926.0,14,26458,409860.0,2927.0,2,2924.0,1
rb1805,20170523,20170522,210008000,2926.0,14,26458,409860.0,2926.0,3,2924.0,1
rb1805,20170523,20170522,210008500,2924.0,16,26460,468340.0,2924.0,2,2923.0,2
rb1805,20170523,20170522,210009000,2924.0,16,26460,468340.0,2925.0,2,2923.0,2
rb1805,20170523,20170522,210009500,2924.0,16,26460,468340.0,2925.0,2,2923.0,2
rb1805,20170523,20170522,210010000,2924.0,16,26460,468340.0,2925.0,2,2923.0,2
rb1805,20170523,20170522,210011000,2924.0,16,26460,468340.0,2925.0,2,2923.0,2
rb1805,20170523,20170522,210011500,2924.0,16,26460,468340.0,2925.0,2,2924.0,5
rb1805,20170523,20170522,210012000,2924.0,16,26460,468340.0,2926.0,1,2924.0,5
rb1805,20170523,20170522,210012500,2924.0,16,26460,468340.0,2926.0,3,2924.0,5
rb1805,20170523,20170522,210013000,2924.0,16,26460,468340.0,2926.0,3,2924.0,5
rb1805,20170523,20170522,210013500,2924.0,16,26460,468340.0,2926.0,3,2924.0,5
rb1805,20170523,20170522,210014000,2924.0,16,26460,468340.0,2926.0,1,2924.0,5
rb1805,20170523,20170522,210015500,2924.0,16,26460,468340.0,2926.0,1,2924.0,5
rb1805,20170523,20170522,210016000,2924.0,16,26460,468340.0,2926.0,1,2925.0,1
rb1805,20170523,20170522,210016500,2924.0,16,26460,468340.0,2926.0,1,2925.0,1
rb1805,20170523,20170522,210017500,2925.0,18,26460,526840.0,2926.0,1,2924.0,5
rb1805,20170523,20170522,210018000,2925.0,18,26460,526840.0,2925.0,1,2924.0,5
rb1805,20170523,20170522,210018500,2925.0,20,26460,585340.0,2926.0,1,2925.0,1
rb1805,20170523,20170522,210019000,2925.0,22,26462,643840.0,2925.0,2,2924.0,5
rb1805,20170523,20170522,210019500,2925.0,22,26462,643840.0,2926.0,2,2924.0,5
rb1805,20170523,20170522,210021500,2925.0,22,26462,643840.0,2925.0,1,2924.0,5
rb1805,20170523,20170522,210023000,2925.0,22,26462,643840.0,2925.0,1,2924.0,5
rb1805,20170523,20170522,210024000,2925.0,22,26462,643840.0,2925.0,1,2924.0,5
rb1805,20170523,20170522,210024500,2925.0,22,26462,643840.0,2925.0,1,2924.0,5
rb1805,20170523,20170522,210025000,2925.0,24,26462,702340.0,2926.0,4,2925.0,2
rb1805,20170523,20170522,210025500,2925.0,24,26462,702340.0,2926.0,4,2924.0,5
rb1805,20170523,20170522,210027500,2925.0,24,26462,702340.0,2926.0,4,2924.0,5
rb1805,20170523,20170522,210030000,2925.0,24,26462,702340.0,2925.0,2,2924.0,5
rb1805,20170523,20170522,210031000,2925.0,24,26462,702340.0,2925.0,3,2924.0,5
rb1805,20170523,20170522,210031500,2925.0,24,26462,702340.0,2925.0,3,2924.0,5
rb1805,20170523,20170522,210033000,2925.0,24,26462,702340.0,2925.0,3,2924.0,5
rb1805,20170523,20170522,210033500,2924.0,26,26462,760820.0,2925.0,3,2924.0,4
rb1805,20170523,20170522,210034000,2924.0,26,26462,760820.0,2925.0,3,2924.0,4
rb1805,20170523,20170522,210034500,2924.0,34,26470,994740.0,2924.0,6,2923.0,2
rb1805,20170523,20170522,210035000,2924.0,34,26470,994740.0,2924.0,2,2923.0,3
rb1805,20170523,20170522,210035500,2924.0,34,26470,994740.0,2924.0,2,2923.0,3
rb1805,20170523,20170522,210036000,2924.0,36,26468,1053220.0,2924.0,1,2923.0,3
rb1805,20170523,20170522,210037000,2924.0,38,26466,1111700.0,2925.0,3,2923.0,3
rb1805,20170523,20170522,210038000,2924.0,38,26466,1111700.0,2925.0,3,2923.0,3
rb1805,20170523,20170522,210038500,2925.0,40,26464,1170200.0,2925.0,2,2923.0,3
rb1805,20170523,20170522,210039000,2925.0,42,26464,1228700.0,2925.0,1,2923.0,3
rb1805,20170523,20170522,210040500,2925.0,42,26464,1228700.0,2925.0,3,2923.0,3
rb1805,20170523,20170522,210041000,2925.0,42,26464,1228700.0,2925.0,3,2923.0,2
rb1805,20170523,20170522,210047500,2925.0,42,26464,1228700.0,2924.0,1,2923.0,2
rb1805,20170523,20170522,210048000,2925.0,42,26464,1228700.0,2924.0,1,2923.0,2
rb1805,20170523,20170522,210052000,2924.0,44,26464,1287180.0,2925.0,13,2923.0,2
rb1805,20170523,20170522,210052500,2924.0,44,26464,1287180.0,2924.0,5,2923.0,2
rb1805,20170523,20170522,210053000,2924.0,44,26464,1287180.0,2924.0,5,2923.0,2
rb1805,20170523,20170522,210054000,2924.0,44,26464,1287180.0,2924.0,5,2923.0,2
rb1805,20170523,20170522,210054500,2924.0,44,26464,1287180.0,2924.0,5,2923.0,2
rb1805,20170523,20170522,210056000,2924.0,44,26464,1287180.0,2924.0,5,2923.0,2
rb1805,20170523,20170522,210056500,2924.0,44,26464,1287180.0,2925.0,13,2923.0,2
rb1805,20170523,20170522,210057000,2923.0,46,26464,1345640.0,2925.0,11,2923.0,1
rb1805,20170523,20170522,210057500,2923.0,46,26464,1345640.0,2925.0,11,2923.0,3
rb1805,20170523,20170522,210059500,2923.0,46,26464,1345640.0,2925.0,11,2923.0,4
rb1805,20170523,20170522,210101500,2923.0,46,26464,1345640.0,2925.0,11,2923.0,2
rb1805,20170523,20170522,210102000,2923.0,46,26464,1345640.0,2925.0,11,2923.0,1
rb1805,20170523,20170522,210105000,2923.0,46,26464,1345640.0,2925.0,11,2923.0,1
rb1805,20170523,20170522,210107000,2923.0,46,26464,1345640.0,2925.0,11,2923.0,1
rb1805,20170523,20170522,210111000,2923.0,46,26464,1345640.0,2925.0,11,2923.0,1
rb1805,20170523,20170522,210112000,2923.0,46,26464,1345640.0,2925.0,11,2923.0,2
rb1805,20170523,20170522,210112500,2923.0,46,26464,1345640.0,2925.0,11,2923.0,1
rb1805,20170523,20170522,210113000,2923.0,46,26464,1345640.0,2925.0,10,2923.0,1
rb1805,20170523,20170522,210113500,2923.0,46,26464,1345640.0,2925.0,10,2923.0,1
rb1805,20170523,20170522,210114000,2923.0,46,26464,1345640.0,2925.0,10,2923.0,1
rb1805,20170523,20170522,210114500,2923.0,46,26464,1345640.0,2925.0,10,2923.0,1
rb1805,20170523,20170522,210115000,2923.0,46,26464,1345640.0,2925.0,10,2923.0,1
rb1805,20170523,20170522,210116000,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210117000,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210118000,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210119500,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210120000,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210122500,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210123000,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210124000,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210125500,2923.0,48,26464,1404100.0,2923.0,2,2922.0,1
rb1805,20170523,20170522,210127000,2923.0,50,26464,1462560.0,2923.0,1,2922.0,1
rb1805,20170523,20170522,210127500,2923.0,52,26462,1521020.0,2925.0,10,2923.0,2
rb1805,20170523,20170522,210128000,2923.0,52,26462,1521020.0,2925.0,10,2922.0,1
rb1805,20170523,20170522,210129000,2923.0,52,26462,1521020.0,2924.0,1,2922.0,1
rb1805,20170523,20170522,210129500,2923.0,52,26462,1521020.0,2924.0,11,2922.0,1
rb1805,20170523,20170522,210130000,2923.0,52,26462,1521020.0,2924.0,11,2922.0,1
rb1805,20170523,20170522,210130500,2923.0,52,26462,1521020.0,2924.0,11,2922.0,1
rb1805,20170523,20170522,210131500,2924.0,54,26462,1579500.0,2925.0,10,2924.0,2
rb1805,20170523,20170522,210132000,2924.0,58,26462,1696460.0,2924.0,1,2922.0,1
rb1805,20170523,20170522,210132500,2924.0,58,26462,1696460.0,2925.0,10,2922.0,1
rb1805,20170523,20170522,210133500,2922.0,60,26462,1754900.0,2925.0,11,2920.0,21
rb1805,20170523,20170522,210134000,2922.0,60,26462,1754900.0,2925.0,11,2920.0,21
rb1805,20170523,20170522,210134500,2922.0,60,26462,1754900.0,2924.0,1,2920.0,21
rb1805,20170523,20170522,210135000,2922.0,60,26462,1754900.0,2924.0,3,2920.0,21
rb1805,20170523,20170522,210138500,2922.0,60,26462,1754900.0,2924.0,3,2920.0,21
rb1805,20170523,20170522,210139000,2922.0,60,26462,1754900.0,2924.0,3,2920.0,21
rb1805,20170523,20170522,210139500,2922.0,60,26462,1754900.0,2923.0,12,2921.0,1
rb1805,20170523,20170522,210140000,2921.0,62,26462,1813320.0,2924.0,3,2920.0,21
rb1805,20170523,20170522,210140500,2921.0,62,26462,1813320.0,2924.0,3,2920.0,22
rb1805,20170523,20170522,210141000,2921.0,62,26462,1813320.0,2923.0,11,2920.0,22
rb1805,20170523,20170522,210142000,2923.0,70,26462,2047160.0,2923.0,10,2920.0,22
rb1805,20170523,20170522,210143000,2923.0,70,26462,2047160.0,2923.0,10,2920.0,22
rb1805,20170523,20170522,210145500,2923.0,70,26462,2047160.0,2922.0,1,2920.0,22
rb1805,20170523,20170522,210146000,2923.0,70,26462,2047160.0,2922.0,3,2920.0,22
rb1805,20170523,20170522,210146500,2923.0,70,26462,2047160.0,2922.0,3,2921.0,1
rb1805,20170523,20170522,210148000,2923.0,70,26462,2047160.0,2922.0,2,2921.0,1
rb1805,20170523,20170522,210149000,2923.0,70,26462,2047160.0,2922.0,2,2921.0,1
rb1805,20170523,20170522,210151000,2923.0,70,26462,2047160.0,2923.0,3,2921.0,1
rb1805,20170523,20170522,210151500,2923.0,70,26462,2047160.0,2923.0,3,2922.0,1
rb1805,20170523,20170522,210152000,2923.0,70,26462,2047160.0,2923.0,3,2922.0,1
rb1805,20170523,20170522,210152500,2923.0,76,26456,2222540.0,2924.0,2,2922.0,1
rb1805,20170523,20170522,210153000,2923.0,76,26456,2222540.0,2925.0,10,2922.0,3
rb1805,20170523,20170522,210153500,2923.0,76,26456,2222540.0,2924.0,1,2922.0,3
rb1805,20170523,20170522,210154000,2923.0,76,26456,2222540.0,2925.0,10,2922.0,3
rb1805,20170523,20170522,210154500,2923.0,76,26456,2222540.0,2924.0,5,2922.0,3
