instrument,tradingday,calendarday,time,lastp,volume,openinterest,turnover,ask1,asksz1,bid1,bidsz1
rb1805,20170525,20170524,183525500,2876.0,0,36920,0.0,0.0,0,0.0,0
rb1805,20170525,20170524,205900500,2876.0,6,36916,172560.0,2880.0,1,2873.0,1
rb1805,20170525,20170524,210000500,2877.0,18,36924,518100.0,2880.0,1,2877.0,4
rb1805,20170525,20170524,210001000,2877.0,18,36924,518100.0,2878.0,2,2877.0,4
rb1805,20170525,20170524,210001500,2877.0,18,36924,518100.0,2878.0,2,2877.0,4
rb1805,20170525,20170524,210002000,2877.0,18,36924,518100.0,2878.0,2,2877.0,4
rb1805,20170525,20170524,210002500,2878.0,22,36924,633220.0,2880.0,2,2877.0,4
rb1805,20170525,20170524,210003000,2878.0,22,36924,633220.0,2880.0,2,2877.0,6
rb1805,20170525,20170524,210003500,2880.0,26,36926,748420.0,2882.0,1,2880.0,4
rb1805,20170525,20170524,210004000,2880.0,26,36926,748420.0,2882.0,1,2878.0,2
rb1805,20170525,20170524,210004500,2880.0,26,36926,748420.0,2882.0,3,2879.0,1
rb1805,20170525,20170524,210005000,2882.0,36,36928,1036620.0,2885.0,8,2883.0,1
rb1805,20170525,20170524,210005500,2883.0,42,36930,1209600.0,2883.0,9,2878.0,2
rb1805,20170525,20170524,210006000,2883.0,42,36930,1209600.0,2884.0,2,2882.0,1
rb1805,20170525,20170524,210006500,2883.0,42,36930,1209600.0,2885.0,8,2882.0,3
rb1805,20170525,20170524,210007000,2883.0,42,36930,1209600.0,2885.0,8,2882.0,3
rb1805,20170525,20170524,210007500,2883.0,42,36930,1209600.0,2885.0,8,2882.0,2
rb1805,20170525,20170524,210008000,2883.0,42,36930,1209600.0,2885.0,8,2882.0,2
rb1805,20170525,20170524,210008500,2883.0,42,36930,1209600.0,2885.0,8,2882.0,2
rb1805,20170525,20170524,210009000,2885.0,44,36928,1267300.0,2885.0,7,2882.0,4
rb1805,20170525,20170524,210009500,2885.0,44,36928,1267300.0,2885.0,7,2882.0,4
rb1805,20170525,20170524,210010000,2882.0,48,36928,1382580.0,2885.0,7,2882.0,2
rb1805,20170525,20170524,210010500,2882.0,48,36928,1382580.0,2882.0,1,2881.0,2
rb1805,20170525,20170524,210011000,2882.0,50,36926,1440220.0,2885.0,7,2881.0,2
rb1805,20170525,20170524,210011500,2882.0,50,36926,1440220.0,2884.0,2,2877.0,4
rb1805,20170525,20170524,210012000,2882.0,50,36926,1440220.0,2884.0,2,2878.0,4
rb1805,20170525,20170524,210012500,2882.0,50,36926,1440220.0,2884.0,2,2879.0,2
rb1805,20170525,20170524,210013000,2882.0,50,36926,1440220.0,2884.0,2,2880.0,4
rb1805,20170525,20170524,210013500,2884.0,54,36924,1555580.0,2885.0,7,2881.0,2
rb1805,20170525,20170524,210014000,2884.0,54,36924,1555580.0,2883.0,3,2881.0,2
rb1805,20170525,20170524,210014500,2881.0,56,36924,1613200.0,2883.0,3,2881.0,4
rb1805,20170525,20170524,210015000,2881.0,56,36924,1613200.0,2885.0,17,2881.0,2
rb1805,20170525,20170524,210015500,2881.0,56,36924,1613200.0,2883.0,1,2881.0,2
rb1805,20170525,20170524,210016000,2881.0,60,36920,1728440.0,2883.0,6,2880.0,2
rb1805,20170525,20170524,210016500,2881.0,60,36920,1728440.0,2883.0,9,2879.0,2
rb1805,20170525,20170524,210017000,2881.0,60,36920,1728440.0,2882.0,1,2879.0,2
rb1805,20170525,20170524,210017500,2881.0,60,36920,1728440.0,2882.0,3,2879.0,2
rb1805,20170525,20170524,210018000,2881.0,60,36920,1728440.0,2882.0,3,2879.0,2
rb1805,20170525,20170524,210018500,2881.0,60,36920,1728440.0,2882.0,3,2879.0,2
rb1805,20170525,20170524,210019000,2881.0,60,36920,1728440.0,2882.0,3,2879.0,2
rb1805,20170525,20170524,210019500,2881.0,60,36920,1728440.0,2882.0,3,2879.0,2
rb1805,20170525,20170524,210020000,2879.0,64,36918,1843660.0,2882.0,2,2879.0,1
rb1805,20170525,20170524,210020500,2879.0,64,36918,1843660.0,2881.0,1,2879.0,1
rb1805,20170525,20170524,210021000,2879.0,64,36918,1843660.0,2881.0,3,2879.0,1
rb1805,20170525,20170524,210021500,2879.0,64,36918,1843660.0,2881.0,1,2879.0,1
rb1805,20170525,20170524,210022000,2879.0,64,36918,1843660.0,2881.0,13,2879.0,1
rb1805,20170525,20170524,210023000,2879.0,64,36918,1843660.0,2881.0,14,2879.0,1
rb1805,20170525,20170524,210023500,2879.0,64,36918,1843660.0,2881.0,14,2879.0,1
rb1805,20170525,20170524,210024000,2879.0,64,36918,1843660.0,2881.0,13,2879.0,1
rb1805,20170525,20170524,210024500,2881.0,86,36896,2477480.0,2880.0,1,2879.0,1
rb1805,20170525,20170524,210025000,2881.0,88,36894,2535100.0,2881.0,3,2879.0,1
rb1805,20170525,20170524,210025500,2881.0,88,36894,2535100.0,2881.0,3,2879.0,3
rb1805,20170525,20170524,210026000,2881.0,90,36894,2592720.0,2881.0,2,2879.0,4
