Datetime,Open,High,Low,Close,Volume
2018-04-30 17:00:00,9202.25,9246.12,9173.52,9217.8,2648297.81
2018-04-30 18:00:00,9217.8,9277.95,9185,9253.53,3144854.51
2018-04-30 19:00:00,9253.53,9276.37,9222.18,9263,3340205.76
2018-04-30 20:00:00,9263,9310.71,9252.71,9303.61,2769150.33
2018-04-30 21:00:00,9303.61,9317,9273.07,9274.4,3214359.31
2018-04-30 22:00:00,9274.4,9290,9249.88,9270.02,2794647.76
2018-04-30 23:00:00,9270.02,9317.34,9253.11,9313.72,3076702.06
2018-05-01 00:00:00,9313.72,9345.65,9272.31,9276.05,3384259.91
2018-05-01 01:00:00,9276.05,9346,9276.05,9338,2394582.67
2018-05-01 02:00:00,9338,9366.88,9325,9347.91,2016133.76
2018-05-01 03:00:00,9347.91,9355.23,9290,9329.15,1820430.38
2018-05-01 04:00:00,9329.15,9346.71,9279.74,9281.87,1034095.4
2018-05-01 05:00:00,9281.87,9288.68,9210.31,9235,1823635.34
2018-05-01 06:00:00,9235,9285,9176,9185.21,2414452.82
2018-05-01 07:00:00,9185.21,9250,9185.2,9243.88,2081591.08
2018-05-01 08:00:00,9243.88,9243.88,8959.77,8972.01,3302613.46
2018-05-01 09:00:00,8972.01,9026.69,8880.06,9003.41,3540614.61
2018-05-01 10:00:00,9003.41,9045,8930,9003.57,3285645
2018-05-01 11:00:00,9003.57,9017.53,8924.81,8944.71,2391561.88
2018-05-01 12:00:00,8944.71,9009.86,8942.45,8969,2487293.91
2018-05-01 13:00:00,8969,8975.57,8901,8932.52,2583592.87
2018-05-01 14:00:00,8932.52,8978.26,8929.69,8975.48,2413237.11
2018-05-01 15:00:00,8975.48,9017.52,8967.08,8970,3446940.7
2018-05-01 16:00:00,8970,9065.31,8970,9049.42,2896179.58
2018-05-01 17:00:00,9049.42,9070,8993.39,9015.84,2574286.27
2018-05-01 18:00:00,9015.84,9051.81,8981,9031.56,2050538.31
2018-05-01 19:00:00,9031.56,9064.45,8970,8982.02,2174802.25
2018-05-01 20:00:00,8982.02,9000,8842,8902.67,3651093.66
2018-05-01 21:00:00,8902.67,8951.53,8858,8929.74,2629791.15
2018-05-01 22:00:00,8929.74,8940,8875.69,8915.5,2765415.03
2018-05-01 23:00:00,8915.5,8956.03,8905,8925.56,2736343.33
2018-05-02 00:00:00,8925.56,9009.18,8920.3,8995.01,2617917.5
2018-05-02 01:00:00,8995.01,9029.51,8949.51,8995.01,1640063.71
2018-05-02 02:00:00,8995.01,9014.01,8937.54,8984.09,1041482
2018-05-02 03:00:00,8984.09,8999.65,8965.3,8979,2477040.4
2018-05-02 04:00:00,8979,9042,8974.43,9017.69,3011238.55
2018-05-02 05:00:00,9017.69,9095.58,9016.58,9077.79,1499524.48
2018-05-02 06:00:00,9077.79,9090.73,9008.9,9038.99,2417840.14
2018-05-02 07:00:00,9038.99,9099.6,9030,9067.86,2604744.94
2018-05-02 08:00:00,9067.86,9117.48,9025.03,9047.3,2485297.8
2018-05-02 09:00:00,9047.3,9050,8985.52,9038,3501083.87
2018-05-02 10:00:00,9038,9053,9005.05,9043.05,3359742.65
2018-05-02 11:00:00,9043.05,9050,9001.79,9044.12,3284113.76
2018-05-02 12:00:00,9044.12,9089,9044.11,9075.99,2420406.37
2018-05-02 13:00:00,9075.99,9105,9054.07,9061,2629649.24
2018-05-02 14:00:00,9061,9173.74,9054.93,9168.2,3621480.89
2018-05-02 15:00:00,9168.2,9176.47,9131.66,9145,3606192.04
2018-05-02 16:00:00,9145,9149.99,9092.01,9125.93,3739510.74
2018-05-02 17:00:00,9125.93,9148.87,9111,9139.29,2857432.55
2018-05-02 18:00:00,9139.29,9200,9131,9160.68,3703475.87
2018-05-02 19:00:00,9160.68,9195.3,9160,9171.37,2262304.85
2018-05-02 20:00:00,9171.37,9187.38,9080,9092.92,2536620.35
2018-05-02 21:00:00,9092.92,9104.23,9036.05,9100.66,3151050.51
2018-05-02 22:00:00,9100.66,9128.6,9080,9100,4227091.89
2018-05-02 23:00:00,9100,9163.99,9090.89,9160.65,3009554.76
2018-05-03 00:00:00,9160.65,9181.04,9127.3,9133,2922823.37
2018-05-03 01:00:00,9133,9140.93,9105.34,9122.95,2501925.43
2018-05-03 02:00:00,9122.95,9135.17,9091.3,9121.28,4347980.33
2018-05-03 03:00:00,9121.28,9133.77,9067,9126.65,2853957.46
2018-05-03 04:00:00,9126.65,9192,9108.71,9190.09,1577050.94
2018-05-03 05:00:00,9190.09,9262.92,9190.06,9229.36,2430472.02
2018-05-03 06:00:00,9229.36,9260,9193.89,9257.19,1918763.12
2018-05-03 07:00:00,9257.19,9302.43,9231.3,9264.18,4875138.8
2018-05-03 08:00:00,9264.18,9279.07,9214.89,9224.95,3597827.65
2018-05-03 09:00:00,9224.95,9270.86,9204.75,9247.88,4418827.56
2018-05-03 10:00:00,9247.88,9273.14,9226.13,9270.72,4791601.79
2018-05-03 11:00:00,9270.72,9302.61,9246,9246,5006117.19
2018-05-03 12:00:00,9246,9302.2,9241.55,9293.11,2976866.78
2018-05-03 13:00:00,9293.11,9300,9171.49,9198.91,3296210.27
2018-05-03 14:00:00,9198.91,9230,9154.94,9200,3406865.2
2018-05-03 15:00:00,9200,9250,9180.67,9243,3051537.55
2018-05-03 16:00:00,9243,9248.88,9181.84,9226.9,3483021.44
2018-05-03 17:00:00,9226.9,9226.9,9181.84,9211.64,2465003.95
2018-05-03 18:00:00,9211.64,9234.5,9205.44,9230.35,2420434.18
2018-05-03 19:00:00,9230.35,9239.99,9196.65,9216.99,2535933.16
2018-05-03 20:00:00,9216.99,9350,9211.1,9332.1,3517196.65
2018-05-03 21:00:00,9332.1,9500,9294.7,9482.48,7686563.7
2018-05-03 22:00:00,9482.48,9499.99,9414.84,9447.99,5522407.4
2018-05-03 23:00:00,9447.99,9468.38,9400,9437.99,5958829.91
2018-05-04 00:00:00,9437.99,9599,9421.94,9598.01,3747810.81
2018-05-04 01:00:00,9598.01,9700,9545.84,9700,6241613.6
2018-05-04 02:00:00,9700,9786,9629.19,9687,4333743.82
2018-05-04 03:00:00,9687,9738.92,9632.46,9674.78,2740158.65
2018-05-04 04:00:00,9674.78,9684.99,9632.03,9681.21,1924590.49
2018-05-04 05:00:00,9681.21,9697.38,9666.55,9680.22,3846741.87
2018-05-04 06:00:00,9680.22,9725,9645.17,9725,7387499.62
2018-05-04 07:00:00,9725,9837.15,9723.77,9746.89,6873588.51
2018-05-04 08:00:00,9746.89,9755.15,9535,9601.97,5596738.86
2018-05-04 09:00:00,9601.97,9674,9598.32,9621.78,4394780.67
2018-05-04 10:00:00,9621.78,9669.47,9611,9652.3,3410792.14
2018-05-04 11:00:00,9652.3,9657.64,9568.08,9580.01,5413007.15
2018-05-04 12:00:00,9580.01,9650,9579.18,9634.99,4548137.83
2018-05-04 13:00:00,9634.99,9642,9601.06,9617.52,2835432.29
2018-05-04 14:00:00,9617.52,9728.37,9605.71,9681.99,3285545.45
2018-05-04 15:00:00,9681.99,9719.82,9660,9693.03,4261335.7
2018-05-04 16:00:00,9693.03,9825.88,9679.1,9803.99,5650923.06
2018-05-04 17:00:00,9803.99,9821,9699.01,9767.76,4067675.41
2018-05-04 18:00:00,9767.76,9769.99,9704.69,9712,2818304.94
2018-05-04 19:00:00,9712,9765.21,9669.1,9761.05,2905392.94
2018-05-04 20:00:00,9761.05,9778.99,9706.7,9707.63,3416845.5
2018-05-04 21:00:00,9707.63,9746.8,9625,9659.49,4272665.63
2018-05-04 22:00:00,9659.49,9708.7,9640.05,9698.61,2121874.69
2018-05-04 23:00:00,9698.61,9700,9582,9628.61,3512789.18
2018-05-05 00:00:00,9628.61,9694,9586,9687.69,3129683.86
2018-05-05 01:00:00,9687.69,9711.53,9646,9654.91,3463109.22
2018-05-05 02:00:00,9654.91,9664.03,9621.12,9650,2253011.89
2018-05-05 03:00:00,9650,9681.72,9637.11,9675.05,958406.96
2018-05-05 04:00:00,9675.05,9718.79,9661.65,9704.21,1070575.46
2018-05-05 05:00:00,9704.21,9753.8,9681.6,9748.8,1078270.63
2018-05-05 06:00:00,9748.8,9765.55,9700,9753.38,1933748.67
2018-05-05 07:00:00,9753.38,9760.36,9702.43,9713.86,1929128.6
2018-05-05 08:00:00,9713.86,9790.04,9688,9765,3934862.95
2018-05-05 09:00:00,9765,9815,9721.57,9802.03,3518860.24
2018-05-05 10:00:00,9802.03,9898.06,9802.03,9842.62,7773722.2
2018-05-05 11:00:00,9842.62,9864.15,9806.28,9835.61,8236049.7
2018-05-05 12:00:00,9835.61,9885.42,9835.01,9850.36,3724565.62
2018-05-05 13:00:00,9850.36,9858.44,9806,9831.52,3065553.89
2018-05-05 14:00:00,9831.52,9844.59,9788.01,9793.54,6044474.32
2018-05-05 15:00:00,9793.54,9828.08,9789.03,9799.99,4759378.99
2018-05-05 16:00:00,9799.99,9858.99,9796.67,9833.63,3289339.24
2018-05-05 17:00:00,9833.63,9869.51,9827.79,9855.01,2287837.07
2018-05-05 18:00:00,9855.01,10000,9854.01,9952.51,5492481.13
2018-05-05 19:00:00,9952.51,9966.35,9876,9908.94,3684908.1
2018-05-05 20:00:00,9908.94,9986.4,9902,9946.66,3511893.91
2018-05-05 21:00:00,9946.66,10003,9910,9910,4828506.61
2018-05-05 22:00:00,9910,9979.34,9908.12,9976,6565569.75
2018-05-05 23:00:00,9976,9980,9923.81,9960,4422099.46
2018-05-06 00:00:00,9960,9962.41,9883,9947.59,3875572.34
2018-05-06 01:00:00,9947.59,9980,9902.53,9912.4,3510330.3
2018-05-06 02:00:00,9912.4,9921.33,9868,9883.51,4289940.47
2018-05-06 03:00:00,9883.51,9900.21,9875,9875.39,2042415.46
2018-05-06 04:00:00,9875.39,9890.26,9780,9785.95,2057241.41
2018-05-06 05:00:00,9785.95,9836.16,9749,9826.93,2209821.4
2018-05-06 06:00:00,9826.93,9881.91,9798.99,9854.92,1705736.65
2018-05-06 07:00:00,9854.92,9893.97,9840.1,9869.6,2511414.95
2018-05-06 08:00:00,9869.6,9974.67,9856.19,9968.64,3693428.22
2018-05-06 09:00:00,9968.64,9975,9926.57,9966.2,4851515.8
2018-05-06 10:00:00,9966.2,9970,9868.93,9886.04,3469113
2018-05-06 11:00:00,9886.04,9932,9886.04,9897.59,2290930.51
2018-05-06 12:00:00,9897.59,9932,9850.45,9850.98,2427473.63
2018-05-06 13:00:00,9850.98,9850.98,9745.88,9747.56,3945176.51
2018-05-06 14:00:00,9747.56,9747.56,9579,9687.14,5731374.93
2018-05-06 15:00:00,9687.14,9723.55,9660,9720.19,4775271.11
2018-05-06 16:00:00,9720.19,9728.21,9568,9628.71,4815660.39
2018-05-06 17:00:00,9628.71,9646.14,9570.24,9607.72,4372428.59
2018-05-06 18:00:00,9607.72,9670,9599,9611,3423784.31
2018-05-06 19:00:00,9611,9614.86,9501,9545.97,3271723.66
2018-05-06 20:00:00,9545.97,9554.98,9436.78,9533.62,4380002.23
2018-05-06 21:00:00,9533.62,9617.63,9505.69,9564.34,4730973.99
2018-05-06 22:00:00,9564.34,9600,9525,9573.96,3949145.11
2018-05-06 23:00:00,9573.96,9580,9496.65,9510.46,3544202.67
2018-05-07 00:00:00,9510.46,9626.15,9508.07,9608.58,3120071.14
2018-05-07 01:00:00,9608.58,9640,9594.6,9614.96,700177.14
2018-05-07 02:00:00,9614.96,9628.08,9560,9565.26,822050.89
2018-05-07 03:00:00,9565.26,9592.26,9520,9546.93,603216.86
2018-05-07 04:00:00,9546.93,9588.1,9538.21,9555.47,975352.66
2018-05-07 05:00:00,9555.47,9588.55,9545,9579.04,891989.29
2018-05-07 06:00:00,9579.04,9676.96,9579.04,9644.95,1507033.77
2018-05-07 07:00:00,9644.95,9671.1,9626.86,9656.67,1415674.03
2018-05-07 08:00:00,9656.67,9686.31,9472.02,9472.88,3287979.11
2018-05-07 09:00:00,9472.88,9478.8,9250,9336.75,4597476.54
2018-05-07 10:00:00,9336.75,9360,9271.64,9340.73,5369618.47
2018-05-07 11:00:00,9340.73,9350.94,9252,9349.26,4774953.6
2018-05-07 12:00:00,9349.26,9386.27,9343.44,9353.3,4097049.41
2018-05-07 13:00:00,9353.3,9383.04,9255,9360.57,3228065.11
2018-05-07 14:00:00,9360.57,9390,9350.86,9373.74,2422647.89
2018-05-07 15:00:00,9373.74,9376.66,9261,9319.88,4080873.06
2018-05-07 16:00:00,9319.88,9430.33,9281.24,9404.59,3654366.17
2018-05-07 17:00:00,9404.59,9404.59,9288.56,9293.2,4191976.1
2018-05-07 18:00:00,9293.2,9336.92,9290.21,9307.56,3305172.75
2018-05-07 19:00:00,9307.56,9351.51,9284.09,9325.62,3840018.87
2018-05-07 20:00:00,9325.62,9384.33,9309.15,9356.01,3038314.93
2018-05-07 21:00:00,9356.01,9360.81,9279.59,9279.92,2752729.16
2018-05-07 22:00:00,9279.92,9335.21,9193,9314.86,4790198.91
2018-05-07 23:00:00,9314.86,9361.43,9300.01,9359.28,3304226.52
2018-05-08 00:00:00,9359.28,9409.43,9334.97,9352.58,3440159.31
2018-05-08 01:00:00,9352.58,9396.2,9346.01,9347.9,2378361.8
2018-05-08 02:00:00,9347.9,9385.16,9347.5,9374.62,1287104.97
2018-05-08 03:00:00,9374.62,9450,9362.7,9433.97,2187777.33
2018-05-08 04:00:00,9433.97,9450,9378.86,9444.99,1394932.19
2018-05-08 05:00:00,9444.99,9452.56,9392.1,9392.98,1475056.95
2018-05-08 06:00:00,9392.98,9393.9,9265.2,9311.22,2699486.51
2018-05-08 07:00:00,9311.22,9387.85,9295.24,9369.99,2427765.76
2018-05-08 08:00:00,9369.99,9410.6,9354.49,9395.67,2185182.01
2018-05-08 09:00:00,9395.67,9457.84,9387.89,9422.49,3106074.44
2018-05-08 10:00:00,9422.49,9480,9420,9438.39,4221124.62
2018-05-08 11:00:00,9438.39,9455.06,9407.23,9440.86,3164343.92
2018-05-08 12:00:00,9440.86,9441.81,9410.01,9416.01,2093569.16
2018-05-08 13:00:00,9416.01,9420,9322.05,9341.94,2766284.84
2018-05-08 14:00:00,9341.94,9380,9300,9348.9,3074375.17
2018-05-08 15:00:00,9348.9,9378.19,9332.99,9361.44,2328794.14
2018-05-08 16:00:00,9361.44,9404.81,9357,9399.99,3789675.06
2018-05-08 17:00:00,9399.99,9404.51,9258,9301.09,3567979.93
2018-05-08 18:00:00,9301.09,9335.03,9281.27,9300.74,2471317.47
2018-05-08 19:00:00,9300.74,9301.57,9200,9209.44,4920591.94
2018-05-08 20:00:00,9209.44,9210.01,9070,9139.81,4768971.3
2018-05-08 21:00:00,9139.81,9188.43,9116.97,9135.13,3875347.76
2018-05-08 22:00:00,9135.13,9200,9117.77,9143.82,3460752.47
2018-05-08 23:00:00,9143.82,9207.8,9140.99,9207.38,3113062.96
2018-05-09 00:00:00,9207.38,9207.38,9140,9149.63,3694891.82
2018-05-09 01:00:00,9149.63,9185,9129.05,9136.54,2154474.18
2018-05-09 02:00:00,9136.54,9246.1,9111.01,9217.14,2301688.49
2018-05-09 03:00:00,9217.14,9263.11,9209.97,9250.84,1572342.33
2018-05-09 04:00:00,9250.84,9252.78,9165.09,9165.23,1259226.23
2018-05-09 05:00:00,9165.23,9246,9165.23,9195.61,1123315.69
2018-05-09 06:00:00,9195.61,9263.14,9195.61,9218.05,1471554.67
2018-05-09 07:00:00,9218.05,9263.09,9181.16,9183.7,1888596.57
2018-05-09 08:00:00,9183.7,9205.86,9124.01,9135.17,2286861.55
2018-05-09 09:00:00,9135.17,9172.26,9130,9163.28,2699760.88
2018-05-09 10:00:00,9163.28,9172.26,9070.48,9079.02,3110459.56
2018-05-09 11:00:00,9079.02,9079.02,9008.11,9038.58,3798633.87
2018-05-09 12:00:00,9038.58,9089.71,8980,9083.34,3668706.85
2018-05-09 13:00:00,9083.34,9098.47,9030,9075.14,3075404.36
2018-05-09 14:00:00,9075.14,9097.57,9050,9090.62,2004202.53
2018-05-09 15:00:00,9090.62,9094.63,9025.76,9028.57,2178922.67
2018-05-09 16:00:00,9028.57,9149.96,9023.78,9117.33,3603688.76
2018-05-09 17:00:00,9117.33,9149.8,9087.7,9116,2875892.02
2018-05-09 18:00:00,9116,9213.77,9103.88,9210,2598430.35
2018-05-09 19:00:00,9210,9279.21,9190,9276.36,5597876.92
2018-05-09 20:00:00,9276.36,9334.17,9260.68,9278.32,4439717.23
2018-05-09 21:00:00,9278.32,9299,9237.3,9269.99,2853067.9
2018-05-09 22:00:00,9269.99,9310,9240,9304.99,2867053.86
2018-05-09 23:00:00,9304.99,9321.94,9281.35,9285.92,3050928.76
2018-05-10 00:00:00,9285.92,9314.85,9281.98,9308,2891006.34
2018-05-10 01:00:00,9308,9371.4,9302.61,9314.2,3058500.31
2018-05-10 02:00:00,9314.2,9348.42,9285,9290.53,1965617.09
2018-05-10 03:00:00,9290.53,9309.31,9266.66,9290,2688171.97
2018-05-10 04:00:00,9290,9317.71,9271,9271,963568.13
2018-05-10 05:00:00,9271,9279.92,9227.57,9269.36,1350092.97
2018-05-10 06:00:00,9269.36,9349.07,9269.3,9325.3,1952384.42
2018-05-10 07:00:00,9325.3,9328.2,9280.01,9318.92,2405554.31
2018-05-10 08:00:00,9318.92,9374.99,9317.29,9328.72,3024855.63
2018-05-10 09:00:00,9328.72,9361.89,9306.61,9312.02,2393387.04
2018-05-10 10:00:00,9312.02,9342.45,9287.71,9339.01,3000922.62
2018-05-10 11:00:00,9339.01,9344.08,9301,9332.94,2855887.15
2018-05-10 12:00:00,9332.94,9361.02,9325,9344,3006676.05
2018-05-10 13:00:00,9344,9364.29,9305,9309,2975008.08
2018-05-10 14:00:00,9309,9330.93,9266.62,9286.85,2199903.69
2018-05-10 15:00:00,9286.85,9370,9282.43,9354.6,3674830.89
2018-05-10 16:00:00,9354.6,9369.84,9333.91,9357.88,3420044.35
2018-05-10 17:00:00,9357.88,9358.81,9321.91,9353.73,2252613.35
2018-05-10 18:00:00,9353.73,9384.65,9324.49,9379.98,2569052.79
2018-05-10 19:00:00,9379.98,9380.3,9324.7,9337.06,2753349.63
2018-05-10 20:00:00,9337.06,9370,9322.56,9352.91,3128855.15
2018-05-10 21:00:00,9352.91,9395.16,9335.85,9390.06,3693285.87
2018-05-10 22:00:00,9390.06,9390.06,9331.94,9342.65,3869729.83
2018-05-10 23:00:00,9342.65,9371,9333,9364.57,4268901.34
2018-05-11 00:00:00,9364.57,9384.85,9349.34,9377.46,3585707.88
2018-05-11 01:00:00,9377.46,9379.37,9100,9150,4771209.54
2018-05-11 02:00:00,9150,9166.74,9080,9130.72,4038520.89
2018-05-11 03:00:00,9130.72,9142.31,9071.99,9088.33,2687875.55
2018-05-11 04:00:00,9088.33,9105.69,9050,9088.77,4183712.15
2018-05-11 05:00:00,9088.77,9128.09,9071.61,9106.29,1849742.21
2018-05-11 06:00:00,9106.29,9111.66,9055,9096,2192809.45
2018-05-11 07:00:00,9096,9101.11,9000.01,9017.22,2969613.61
2018-05-11 08:00:00,9017.22,9017.64,8871.6,8945.89,4448960.25
2018-05-11 09:00:00,8945.89,8965,8907.99,8930.64,3813245.52
2018-05-11 10:00:00,8930.64,8963.63,8899.49,8906.93,3744856.9
2018-05-11 11:00:00,8906.93,8947.95,8900.13,8925.9,2618155.63
2018-05-11 12:00:00,8925.9,8970.97,8925.64,8950.1,2890322.76
2018-05-11 13:00:00,8950.1,9011.3,8942,9010,2566059.11
2018-05-11 14:00:00,9010,9011.52,8820,8820.1,4456293.36
2018-05-11 15:00:00,8820.1,8855.55,8666,8723.49,3375027.94
2018-05-11 16:00:00,8723.49,8830,8707.1,8782.48,4119681.65
2018-05-11 17:00:00,8782.48,8782.49,8664.59,8723.31,4563414.05
2018-05-11 18:00:00,8723.31,8770,8700,8709.99,3627671.64
2018-05-11 19:00:00,8709.99,8730.87,8599.21,8599.21,3607933.34
2018-05-11 20:00:00,8599.21,8600.13,8457.87,8527.81,4548436.07
2018-05-11 21:00:00,8527.81,8601.86,8500,8512.9,3474078.36
2018-05-11 22:00:00,8512.9,8653.63,8512.9,8636.95,3867620.41
2018-05-11 23:00:00,8636.95,8640.5,8539.99,8568.38,3503797.53
2018-05-12 00:00:00,8568.38,8666.67,8554.41,8645.7,3166042.39
2018-05-12 01:00:00,8645.7,8651.33,8550.84,8592.09,2778354.31
2018-05-12 02:00:00,8592.09,8639.67,8546.86,8601.01,1853574.51
2018-05-12 03:00:00,8601.01,8670,8587.02,8600.36,1898806.31
2018-05-12 04:00:00,8600.36,8636.88,8376.41,8418.92,2996055.47
2018-05-12 05:00:00,8418.92,8448.28,8338.48,8374.74,2974808.02
2018-05-12 06:00:00,8374.74,8469,8373.53,8415.67,2918387.93
2018-05-12 07:00:00,8415.67,8471.3,8351,8398.15,2714826.46
2018-05-12 08:00:00,8398.15,8469.74,8388.81,8460.35,3077742.37
2018-05-12 09:00:00,8460.35,8461.98,8376,8442.4,2588000.75
2018-05-12 10:00:00,8442.4,8471.57,8392,8431.97,2891289.91
2018-05-12 11:00:00,8431.97,8456,8359.21,8389.61,2921541.25
2018-05-12 12:00:00,8389.61,8433,8350.52,8369.99,3564302.13
2018-05-12 13:00:00,8369.99,8374.99,8222.22,8239.33,4246216.57
2018-05-12 14:00:00,8239.33,8291.09,8060,8236.28,3696896.22
2018-05-12 15:00:00,8236.28,8324.79,8215.71,8317.42,4060474.18
2018-05-12 16:00:00,8317.42,8317.42,8151,8226.19,4113221.77
2018-05-12 17:00:00,8226.19,8542.05,8190.54,8522.88,3510202.99
2018-05-12 18:00:00,8522.88,8570.66,8435.01,8569.8,4080670.26
2018-05-12 19:00:00,8569.8,8579.99,8469.16,8510.84,3887695.09
2018-05-12 20:00:00,8510.84,8629.9,8504.16,8606.76,3706812.42
2018-05-12 21:00:00,8606.76,8617.65,8497.22,8497.22,4614433.83
2018-05-12 22:00:00,8497.22,8499.59,8425.56,8463.03,3465914.59
2018-05-12 23:00:00,8463.03,8478.63,8283.31,8320.78,3459227.64
2018-05-13 00:00:00,8320.78,8400,8240.23,8293.62,3821892.8
2018-05-13 01:00:00,8293.62,8386.2,8260,8379.94,2988374.02
2018-05-13 02:00:00,8379.94,8380.35,8304.52,8354.9,2303226.8
2018-05-13 03:00:00,8354.9,8500,8331.97,8477.82,2555483.26
2018-05-13 04:00:00,8477.82,8511.59,8416.57,8423.15,2262517.89
2018-05-13 05:00:00,8423.15,8429.43,8330.97,8405.6,2114226.47
2018-05-13 06:00:00,8405.6,8496.26,8366.97,8450.13,2202235.47
2018-05-13 07:00:00,8450.13,8536.55,8435.53,8474.04,3051384.96
2018-05-13 08:00:00,8474.04,8524.82,8394.05,8408.31,3079660.66
2018-05-13 09:00:00,8408.31,8476,8403.86,8422.83,2646184.96
2018-05-13 10:00:00,8422.83,8425.98,8380,8400.68,1498370.48
2018-05-13 11:00:00,8400.68,8441.3,8360.02,8426.13,3462005.57
2018-05-13 12:00:00,8426.13,8445.21,8310,8310.73,3164063.5
2018-05-13 13:00:00,8310.73,8389.66,8310.38,8364.11,2599168.18
2018-05-13 14:00:00,8364.11,8489.96,8360,8435.8,2330840.96
2018-05-13 15:00:00,8435.8,8477.12,8398.55,8447.97,3032150.48
2018-05-13 16:00:00,8447.97,8463,8388.49,8420.51,2903507.64
2018-05-13 17:00:00,8420.51,8608.57,8388,8584.69,3936854.38
2018-05-13 18:00:00,8584.69,8587,8508.09,8535.94,3441002.49
2018-05-13 19:00:00,8535.94,8585.59,8528,8555.5,3668235.36
2018-05-13 20:00:00,8555.5,8630,8531.37,8561.73,3100975.95
2018-05-13 21:00:00,8561.73,8571.49,8500,8558.14,2849203.06
2018-05-13 22:00:00,8558.14,8651.85,8555.16,8650,4988526.83
2018-05-13 23:00:00,8650,8650,8578.4,8619.01,4378272.73
2018-05-14 00:00:00,8619.01,8697.85,8587.92,8670,4673848.85
2018-05-14 01:00:00,8670,8689.7,8550.01,8550.16,3108178.55
2018-05-14 02:00:00,8550.16,8647.65,8548.93,8638.78,2931729.7
2018-05-14 03:00:00,8638.78,8645.9,8597.67,8620.02,2882527.15
2018-05-14 04:00:00,8620.02,8745.15,8618.76,8717.12,2304191.47
2018-05-14 05:00:00,8717.12,8743,8643.66,8647.97,3328181.94
2018-05-14 06:00:00,8647.97,8741.71,8647.97,8737.82,2268076
2018-05-14 07:00:00,8737.82,8738.73,8649.71,8676.89,3148610.19
2018-05-14 08:00:00,8676.89,8695.67,8570.88,8662.91,3663339.96
2018-05-14 09:00:00,8662.91,8702.61,8639.86,8687.56,3200905.32
2018-05-14 10:00:00,8687.56,8688.52,8583,8622.6,4034311.48
2018-05-14 11:00:00,8622.6,8635.12,8350,8391.1,4636513.66
2018-05-14 12:00:00,8391.1,8425.67,8329.18,8374.75,4514658.4
2018-05-14 13:00:00,8374.75,8380.88,8289.5,8369.91,3801471.71
2018-05-14 14:00:00,8369.91,8392,8325,8379.54,3689395.01
2018-05-14 15:00:00,8379.54,8379.55,8300.45,8372.8,3971669.51
2018-05-14 16:00:00,8372.8,8447.35,8344.81,8435.58,3536786.02
2018-05-14 17:00:00,8435.58,8438.99,8333,8380,3440426.61
2018-05-14 18:00:00,8380,8417.62,8325.52,8391.26,3416869.69
2018-05-14 19:00:00,8391.26,8441.96,8380,8410.07,3174091.9
2018-05-14 20:00:00,8410.07,8422.21,8355.77,8420,3373163.7
2018-05-14 21:00:00,8420,8721,8303.61,8700.05,5131071.96
2018-05-14 22:00:00,8700.05,8797.99,8661.32,8749.97,3266304.68
2018-05-14 23:00:00,8749.97,8820,8703.93,8789,5983822.09
2018-05-15 00:00:00,8789,8810.32,8732,8771.88,4169366.79
2018-05-15 01:00:00,8771.88,8779.87,8699.97,8755,5768590.56
2018-05-15 02:00:00,8755,8769.73,8710,8724.06,4935234.3
2018-05-15 03:00:00,8724.06,8775.88,8721.89,8748.37,3463071.42
2018-05-15 04:00:00,8748.37,8877.5,8729.85,8805.78,3373902.34
2018-05-15 05:00:00,8805.78,8836.1,8711.87,8729.11,2121771.56
2018-05-15 06:00:00,8729.11,8745.63,8625.1,8630,4427757.18
2018-05-15 07:00:00,8630,8687.92,8599.84,8662,2781524.45
2018-05-15 08:00:00,8662,8752.58,8662,8695.29,3260083.04
2018-05-15 09:00:00,8695.29,8719.72,8647.72,8699.92,3244040.92
2018-05-15 10:00:00,8699.92,8730,8635.84,8667.98,3963280.99
2018-05-15 11:00:00,8667.98,8718.17,8634.55,8706,3389541.26
2018-05-15 12:00:00,8706,8737.91,8679.04,8693,2977299.37
2018-05-15 13:00:00,8693,8745.98,8691.02,8724.11,3122811.14
2018-05-15 14:00:00,8724.11,8785.98,8711.53,8736.08,3732015.51
2018-05-15 15:00:00,8736.08,8754,8711.93,8743.93,2961401.81
2018-05-15 16:00:00,8743.93,8743.93,8638.63,8719.39,4249204.36
2018-05-15 17:00:00,8719.39,8739.56,8698.65,8698.69,2721549.17
2018-05-15 18:00:00,8698.69,8850.62,8679.52,8783.03,4546540.74
2018-05-15 19:00:00,8783.03,8808.77,8734.51,8760.1,3874939.49
2018-05-15 20:00:00,8760.1,8778.57,8733,8762.89,3631750.18
2018-05-15 21:00:00,8762.89,8762.89,8686.68,8737,4304383.68
2018-05-15 22:00:00,8737,8740,8465.54,8508.38,5457125.42
2018-05-15 23:00:00,8508.38,8545.6,8460,8519.56,3636464.57
2018-05-16 00:00:00,8519.56,8585,8503.69,8540,3771975.56
2018-05-16 01:00:00,8540,8572.14,8500,8550.05,6066308.86
2018-05-16 02:00:00,8550.05,8553,8439.31,8505.02,4303104.4
2018-05-16 03:00:00,8505.02,8566.12,8430,8564.8,2765148.5
2018-05-16 04:00:00,8564.8,8564.8,8480.82,8517.08,1989238.97
2018-05-16 05:00:00,8517.08,8536.56,8472.51,8472.51,1690230.73
